Geo_Code,CD_Name,CSD_Name,CSD_type,First generation,Second generation,Third generation or more,Only regular maintenance or minor repairs needed,Major repairs needed,Constructed 1960 or before,Constructed 1961 to 1980,Constructed 1981 to 1990,Constructed 1991 to 2000,Constructed 2001 to 2005,Constructed 2006 to 2011,0 to 1 bedroom,2 bedrooms,3 bedrooms,4 or more bedrooms,Owner,Renter,Band housing,Part of a condominium development,Not part of a condominium development,One person or fewer per room,More than one person per room
5937017,North Okanagan,North Okanagan B,Regional district electoral area,510,630,1965,1110,110,105,605,125,190,130,55,55,290,365,515,980,240,0,0,1220,1215,0
5937021,North Okanagan,North Okanagan C,Regional district electoral area,510,810,2455,1360,65,210,615,195,160,145,100,105,170,485,660,1200,220,0,0,1360,1420,0
5937022,North Okanagan,North Okanagan D,Regional district electoral area,300,590,1700,965,140,100,405,155,200,95,145,110,215,460,305,985,115,0,0,1095,1060,35
5937024,North Okanagan,Spallumcheen,District municipality,420,1065,3565,1690,260,335,695,425,320,135,35,60,370,705,815,1665,285,0,0,1945,1910,40
5937028,North Okanagan,Armstrong,City,385,1020,3270,1875,110,330,570,285,510,95,195,160,575,695,555,1605,380,0,405,1585,1970,15
5937033,North Okanagan,Enderby,City,235,635,2095,1290,125,310,250,310,350,80,120,140,580,355,345,1015,400,0,275,1140,1405,0
5937041,North Okanagan,North Okanagan F,Regional district electoral area,470,780,2605,1385,175,295,595,240,190,135,105,60,435,605,450,1270,290,0,0,1550,1495,65
5937801,North Okanagan,Okanagan (Part) 1,Indian reserve,255,560,1745,1140,95,35,135,155,415,240,250,60,630,380,160,1085,105,45,175,1055,1220,10
5937802,North Okanagan,Enderby 2,Indian reserve,10,40,360,90,65,10,45,20,25,15,30,20,50,50,25,95,25,35,0,150,145,10
5937803,North Okanagan,Priest's Valley 6,Indian reserve,45,180,375,315,0,0,60,50,50,125,0,0,200,110,0,315,0,0,0,335,335,0
5939019,Columbia-Shuswap,Revelstoke,City,775,1440,4845,2740,335,1025,1285,255,280,25,215,385,695,995,1000,2305,770,0,170,2905,3060,0
5939023,Columbia-Shuswap,Columbia-Shuswap B,Regional district electoral area,125,140,285,240,0,0,115,50,55,0,0,0,95,75,70,215,25,0,0,240,235,0
5939032,Columbia-Shuswap,Salmon Arm,City,1945,3560,11360,6850,495,975,2490,1005,1725,560,590,675,2135,2180,2355,5565,1780,0,895,6455,7265,85
5939037,Columbia-Shuswap,Columbia-Shuswap C,Regional district electoral area,745,1895,4960,3165,245,300,780,550,1070,335,370,115,955,1455,880,3060,345,0,90,3315,3370,35
5939039,Columbia-Shuswap,Columbia-Shuswap D,Regional district electoral area,365,840,2805,1440,180,245,615,160,360,85,160,115,415,580,510,1360,265,0,0,1610,1600,25
5939043,Columbia-Shuswap,Columbia-Shuswap E,Regional district electoral area,140,230,965,505,100,95,220,70,145,45,0,70,195,185,150,480,125,0,0,600,605,0
5939803,Columbia-Shuswap,North Bay 5,Indian reserve,0,0,65,25,0,0,10,10,10,0,0,0,10,10,10,25,10,0,0,30,25,0
5939804,Columbia-Shuswap,Okanagan (Part) 1,Indian reserve,0,10,60,15,20,0,10,10,10,0,0,0,15,10,10,30,0,0,0,35,35,0
5939805,Columbia-Shuswap,Quaaout 1,Indian reserve,0,20,210,90,10,10,15,30,10,10,25,20,15,40,20,60,15,25,0,95,100,0
5939806,Columbia-Shuswap,Salmon River 1,Indian reserve,0,0,40,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,10,0
5939808,Columbia-Shuswap,Switsemalph 3,Indian reserve,0,15,75,15,0,0,10,0,10,0,0,0,0,10,10,15,0,0,0,25,20,0
5939811,Columbia-Shuswap,Switsemalph,Indian reserve,0,10,120,30,15,0,15,10,10,0,10,0,10,15,15,35,10,0,0,45,40,0
5941009,Cariboo,Williams Lake,City,1075,1765,7765,4130,400,590,2260,620,640,185,225,470,1275,1380,1405,2855,1675,0,345,4185,4460,70
5941010,Cariboo,Cariboo D,Regional district electoral area,190,575,2290,1130,110,65,675,195,185,50,65,40,275,530,395,1105,130,0,0,1235,1235,0
5941012,Cariboo,Cariboo E,Regional district electoral area,255,710,3160,1510,170,125,820,350,285,35,70,40,390,500,745,1570,115,0,0,1670,1675,0
5941013,Cariboo,Quesnel,City,1050,1750,7025,3960,370,815,1985,655,655,120,100,515,1085,1440,1280,2790,1535,0,195,4130,4270,60
5941014,Cariboo,Cariboo F,Regional district electoral area,525,780,3245,1675,230,160,515,460,480,140,150,95,385,755,670,1745,160,0,0,1900,1895,0
5941015,Cariboo,Cariboo G,Regional district electoral area,515,1140,3270,1875,245,140,915,540,350,60,125,110,520,780,705,1900,225,0,0,2110,2110,0
5941016,Cariboo,Cariboo H,Regional district electoral area,205,265,1085,665,70,60,330,130,175,0,35,100,160,355,115,640,90,0,0,735,690,0
5941017,Cariboo,Cariboo L,Regional district electoral area,535,880,2755,1695,185,90,795,405,400,75,120,90,420,835,535,1740,145,0,0,1885,1885,0
5941019,Cariboo,Cariboo A,Regional district electoral area,395,1195,4650,2340,195,215,1235,445,400,130,115,70,640,965,860,2220,315,0,0,2530,2510,25
5941021,Cariboo,Cariboo B,Regional district electoral area,345,665,2995,1520,185,140,810,245,325,80,105,70,390,680,565,1545,160,0,0,1710,1700,0
5941025,Cariboo,Wells,District municipality,45,70,145,85,30,65,35,0,0,0,0,15,55,35,10,55,65,0,0,105,120,0
5941026,Cariboo,Cariboo C,Regional district electoral area,100,150,965,335,120,35,305,65,45,0,0,25,140,140,155,370,80,0,0,455,425,0
5941027,Cariboo,Cariboo I,Regional district electoral area,170,265,1010,550,85,70,320,125,60,40,20,70,165,175,225,555,90,0,0,635,630,0
5941039,Cariboo,Cariboo J,Regional district electoral area,140,160,290,245,50,50,50,55,95,25,20,85,100,95,15,230,65,0,0,295,270,0
5941801,Cariboo,Alkali Lake 1,Indian reserve,0,0,350,80,35,0,35,20,50,0,10,0,35,50,25,10,10,95,0,110,100,15
5941802,Cariboo,Canim Lake 1,Indian reserve,0,0,220,40,30,0,20,30,20,0,0,0,10,15,40,10,10,45,0,65,65,0
5941805,Cariboo,Deep Creek 2,Indian reserve,0,0,105,25,10,0,0,10,15,0,0,0,15,20,0,25,10,10,0,35,35,0
5941806,Cariboo,Dog Creek 1,Indian reserve,0,0,80,15,10,0,10,10,10,0,0,0,10,15,0,10,0,20,0,30,30,0
5941808,Cariboo,Lohbiee 3,Indian reserve,0,0,115,30,0,10,0,0,0,0,15,10,10,25,0,20,0,20,0,35,35,0
5941809,Cariboo,Quesnel 1,Indian reserve,0,0,80,10,20,0,10,0,15,0,0,0,0,15,0,30,0,0,0,30,25,0
5941812,Cariboo,Williams Lake 1,Indian reserve,10,10,215,50,30,0,25,15,25,0,10,10,25,35,10,40,0,35,10,75,75,0
5941821,Cariboo,Anahim's Flat 1,Indian reserve,0,0,465,65,55,10,45,35,30,10,0,0,20,65,35,35,10,80,10,110,110,10
5941828,Cariboo,Chilco Lake 1,Indian reserve,0,0,45,10,10,0,0,0,0,0,0,0,0,10,0,10,0,10,0,20,15,0
5941837,Cariboo,Nazco 20,Indian reserve,0,0,130,20,15,0,10,0,10,10,10,0,10,10,10,10,0,30,0,35,35,0
5941839,Cariboo,Redstone Flat 1,Indian reserve,0,0,185,40,15,0,20,10,15,0,0,10,15,30,0,25,0,25,0,55,50,10
5941840,Cariboo,Squinas 2,Indian reserve,0,0,165,20,30,0,15,15,15,0,0,0,15,15,10,15,0,30,0,45,35,10
5941841,Cariboo,Stone 1,Indian reserve,0,0,205,25,25,0,20,10,10,0,0,0,10,15,20,15,0,30,0,45,40,10
5941850,Cariboo,Toosey 1,Indian reserve,0,0,110,30,10,0,10,10,15,0,0,0,10,25,0,20,0,20,0,45,40,0
5941880,Cariboo,Ulkatcho 14A,Indian reserve,0,10,135,35,25,0,0,15,30,10,0,0,10,40,10,15,0,40,0,60,50,10
5941882,Cariboo,Alexandria,Indian reserve,0,0,55,10,10,10,0,0,0,0,0,0,0,10,0,10,0,10,0,15,10,0
5943008,Mount Waddington,Alert Bay,Village,105,25,310,195,15,85,80,15,0,0,0,65,0,75,55,145,70,0,0,215,205,0
5943012,Mount Waddington,Port McNeill,Town,225,385,2010,970,60,15,535,220,240,15,0,50,245,355,375,765,265,0,45,980,1025,0
5943023,Mount Waddington,Port Hardy,District municipality,430,565,2960,1590,165,50,1185,355,100,40,0,200,430,670,450,1260,495,0,250,1500,1720,30
5943027,Mount Waddington,Mount Waddington B,Regional district electoral area,0,20,30,25,15,0,20,0,0,0,0,15,0,20,0,15,20,0,0,40,40,0
5943033,Mount Waddington,Mount Waddington D,Regional district electoral area,20,30,95,35,0,0,10,0,0,0,0,0,0,35,0,45,0,0,0,50,50,0
5943037,Mount Waddington,Mount Waddington A,Regional district electoral area,135,160,670,365,160,175,125,75,90,20,35,80,170,150,120,425,95,0,0,515,510,10
5943804,Mount Waddington,Fort Rupert 1,Indian reserve,0,0,45,10,10,0,0,10,0,0,0,0,0,10,0,15,0,0,0,15,15,0
5943806,Mount Waddington,Tsulquate 4,Indian reserve,10,10,470,80,25,0,15,35,30,10,20,0,25,30,50,50,10,45,0,105,90,15
5943808,Mount Waddington,Gwayasdums 1,Indian reserve,0,0,45,0,10,0,0,0,0,0,0,0,10,10,0,10,0,10,0,15,15,0
5943813,Mount Waddington,Quaee 7,Indian reserve,0,10,85,20,10,10,10,0,15,0,0,0,10,10,15,20,0,10,0,35,35,0
5943815,Mount Waddington,Kippase 2,Indian reserve,0,0,205,50,25,0,10,55,10,0,0,0,15,30,25,50,15,15,0,75,75,0
5943816,Mount Waddington,Quatsino Subdivision 18,Indian reserve,0,10,210,60,15,0,20,20,15,10,15,10,10,35,25,35,20,20,0,75,70,0
5943837,Mount Waddington,Alert Bay,Indian reserve,10,25,500,150,55,25,45,45,70,20,10,15,60,90,50,140,15,50,0,210,210,0
5945012,Central Coast,Central Coast D,Regional district electoral area,40,100,240,150,30,50,45,35,40,0,0,0,75,55,35,145,30,0,0,175,180,0
5945801,Central Coast,Bella Bella 1,Indian reserve,15,15,1070,160,200,10,60,165,65,25,25,20,65,165,110,210,70,85,0,350,340,20
5945802,Central Coast,Bella Coola 1,Indian reserve,10,10,835,145,110,15,80,90,50,10,10,25,50,110,80,195,30,30,0,255,230,25
5945803,Central Coast,Katit 1,Indian reserve,0,0,60,15,20,0,10,10,10,0,0,0,0,25,0,20,10,0,0,35,35,0
5947012,Skeena-Queen Charlotte,Prince Rupert,City,1525,2145,8690,4320,655,1840,1945,755,345,45,50,585,1030,1750,1615,2980,2000,0,195,4785,4895,85
5947803,Skeena-Queen Charlotte,Masset 1,Indian reserve,0,15,590,80,160,15,40,95,70,20,0,15,45,125,60,225,10,0,0,240,235,0
5947804,Skeena-Queen Charlotte,Skidegate 1,Indian reserve,15,40,655,275,20,0,20,90,140,30,0,10,110,110,65,260,30,0,0,295,295,0
5947807,Skeena-Queen Charlotte,Dolphin Island 1,Indian reserve,0,0,485,65,75,0,20,65,45,10,0,0,30,45,55,55,20,65,0,140,120,15
5949005,Kitimat-Stikine,Kitimat,District municipality,1645,1830,4870,3365,280,1340,1600,440,170,0,65,190,515,1570,1365,2810,835,0,245,3405,3610,30
5949011,Kitimat-Stikine,Terrace,City,1295,2155,7855,4090,445,700,2255,525,805,120,125,365,925,1510,1730,3190,1345,0,360,4175,4485,50
5949013,Kitimat-Stikine,Kitimat-Stikine C (Part 1),Regional district electoral area,385,505,1705,890,200,105,400,340,170,35,50,70,335,380,315,850,245,0,0,1095,1090,0
5949018,Kitimat-Stikine,Kitimat-Stikine E,Regional district electoral area,255,495,3225,1430,245,175,940,325,175,35,30,140,535,595,415,1230,445,0,10,1670,1655,20
5949022,Kitimat-Stikine,Hazelton,Village,0,25,200,85,0,10,35,30,0,0,0,0,0,45,40,55,45,0,0,100,100,0
5949024,Kitimat-Stikine,New Hazelton,District municipality,40,100,505,205,30,20,125,70,15,0,0,25,75,70,75,160,75,0,0,230,230,0
5949028,Kitimat-Stikine,Kitimat-Stikine B,Regional district electoral area,345,300,935,530,145,75,305,125,140,0,0,110,175,240,150,575,100,0,0,670,670,0
5949802,Kitimat-Stikine,Kitasoo 1,Indian reserve,0,0,310,40,55,0,15,25,35,15,0,0,20,45,25,40,10,55,0,90,85,10
5949803,Kitimat-Stikine,Kitamaat 2,Indian reserve,0,0,505,95,85,10,40,60,35,15,25,0,15,110,50,150,15,15,0,175,165,10
5949807,Kitimat-Stikine,Kulspai 6,Indian reserve,0,0,75,15,10,0,10,10,0,0,0,0,0,10,10,20,0,10,0,20,20,0
5949810,Kitimat-Stikine,Coryatsaqua (Moricetown) 2,Indian reserve,0,0,80,15,20,0,15,10,10,0,0,0,10,15,10,20,10,10,0,35,35,0
5949811,Kitimat-Stikine,Hagwilget 1,Indian reserve,0,0,225,30,45,0,25,20,25,0,0,0,20,40,20,60,15,0,0,80,70,10
5949812,Kitimat-Stikine,Gitanmaax 1,Indian reserve,0,15,615,155,50,10,50,85,50,10,10,0,45,85,75,165,15,25,10,205,200,10
5949813,Kitimat-Stikine,Kispiox 1,Indian reserve,0,10,520,110,80,0,55,60,50,0,20,10,45,80,55,125,20,45,0,185,180,10
5949816,Kitimat-Stikine,Gitwangak 1,Indian reserve,0,15,485,75,70,0,25,65,35,10,15,0,15,95,40,70,25,60,0,150,145,10
5949817,Kitimat-Stikine,Moricetown 1,Indian reserve,0,10,255,60,35,10,30,25,25,0,0,0,20,30,35,50,10,35,0,90,85,0
5949818,Kitimat-Stikine,Sik-e-dakh 2,Indian reserve,0,10,215,45,25,0,20,25,20,0,0,0,15,35,20,45,10,15,0,70,65,0
5949819,Kitimat-Stikine,Babine 17,Indian reserve,0,10,165,25,20,0,15,25,0,0,0,0,0,15,30,30,0,10,0,50,45,0
5949832,Kitimat-Stikine,Iskut 6,Indian reserve,0,0,205,60,10,0,10,45,10,0,0,0,15,40,15,50,10,15,0,70,65,0
5949843,Kitimat-Stikine,Guhthe Tah 12,Indian reserve,0,0,155,35,20,0,0,25,20,0,0,0,15,25,10,35,0,15,0,55,50,0
5949844,Kitimat-Stikine,Kitselas 1,Indian reserve,0,15,200,65,10,0,0,0,10,10,55,0,0,55,15,55,20,0,0,70,60,15
5949845,Kitimat-Stikine,Dease Lake 9,Indian reserve,0,0,50,0,10,0,0,0,15,0,0,0,0,10,0,10,0,10,0,15,15,0
5951007,Bulkley-Nechako,Vanderhoof,District municipality,520,810,3040,1535,170,235,735,245,265,85,135,130,455,525,595,1270,435,0,70,1630,1705,0
5951009,Bulkley-Nechako,Fraser Lake,Village,80,170,870,400,60,35,320,80,0,0,0,75,35,210,145,335,130,0,0,450,460,0
5951013,Bulkley-Nechako,Fort St. James,District municipality,160,185,1285,550,125,135,390,30,95,0,0,45,160,280,190,450,225,0,30,645,670,0
5951015,Bulkley-Nechako,Bulkley-Nechako C,Regional district electoral area,115,245,1120,515,90,10,270,135,150,10,20,35,165,175,225,560,40,0,0,600,600,0
5951022,Bulkley-Nechako,Burns Lake,Village,185,330,1465,695,80,115,350,135,145,15,0,130,180,200,260,405,370,0,20,750,755,15
5951028,Bulkley-Nechako,Bulkley-Nechako B,Regional district electoral area,170,430,1490,665,105,115,340,125,145,35,15,15,150,330,270,675,95,0,0,770,765,0
5951031,Bulkley-Nechako,Bulkley-Nechako E,Regional district electoral area,260,375,865,535,70,70,235,175,60,40,35,70,110,180,250,520,80,0,0,605,590,0
5951032,Bulkley-Nechako,Granisle,Village,80,75,145,145,0,0,160,0,0,0,0,0,45,70,45,155,0,0,0,160,170,0
5951034,Bulkley-Nechako,Houston,District municipality,405,470,2265,1130,130,20,705,275,225,0,40,230,320,255,455,875,385,0,70,1195,1245,0
5951038,Bulkley-Nechako,Telkwa,Village,100,315,1000,460,40,90,135,110,155,0,0,0,130,165,195,445,55,0,0,480,500,0
5951043,Bulkley-Nechako,Smithers,Town,600,1040,3690,2090,105,315,765,395,560,30,130,275,535,580,805,1675,520,0,155,2035,2180,0
5951051,Bulkley-Nechako,Bulkley-Nechako A,Regional district electoral area,740,1345,3220,1775,240,175,795,470,435,70,75,115,350,775,775,1790,225,0,0,2020,1980,35
5951053,Bulkley-Nechako,Bulkley-Nechako G,Regional district electoral area,85,230,660,310,85,50,200,75,50,0,15,0,110,160,120,335,60,0,0,400,390,0
5951801,Bulkley-Nechako,Ye Koo Che 3,Indian reserve,0,0,90,10,25,0,0,10,15,10,0,0,0,15,0,10,0,15,0,30,25,0
5951802,Bulkley-Nechako,Nautley (Fort Fraser) 1,Indian reserve,0,0,200,25,40,0,15,15,20,0,10,10,15,30,15,10,10,55,0,65,60,0
5951803,Bulkley-Nechako,Nak'azdli (Necoslie 1),Indian reserve,0,0,530,90,100,0,25,65,60,25,0,10,50,75,45,115,15,55,0,185,165,20
5951805,Bulkley-Nechako,Binche 2 (Pinchie 2),Indian reserve,0,0,110,20,15,0,0,10,15,0,0,0,0,20,10,10,0,20,0,35,35,0
5951807,Bulkley-Nechako,Stellaquo (Stella) 1,Indian reserve,0,10,200,45,20,0,10,15,30,0,10,0,10,40,15,25,0,35,0,70,65,0
5951809,Bulkley-Nechako,Stony Creek 1,Indian reserve,0,15,345,70,65,0,15,55,60,0,0,20,25,65,30,70,30,40,0,140,130,10
5951810,Bulkley-Nechako,Tache 1,Indian reserve,0,0,465,65,60,0,15,45,55,0,15,0,25,65,30,45,15,70,0,125,120,10
5951815,Bulkley-Nechako,Burns Lake 18,Indian reserve,0,0,55,15,10,0,0,10,0,0,0,0,10,0,10,0,0,10,0,20,20,0
5951818,Bulkley-Nechako,Cheslatta 1,Indian reserve,0,0,80,20,10,0,10,10,15,0,0,0,10,10,0,0,0,30,0,35,35,0
5951827,Bulkley-Nechako,Woyenne 27,Indian reserve,0,0,285,45,30,0,10,35,25,0,0,0,10,15,50,15,10,50,0,75,65,10
5951828,Bulkley-Nechako,Babine  6,Indian reserve,0,0,90,15,15,0,0,15,10,0,10,0,0,10,15,0,0,30,0,25,30,0
5951829,Bulkley-Nechako,Babine 25,Indian reserve,0,0,80,15,15,0,0,15,10,0,0,0,0,0,20,0,0,25,0,30,30,0
5951848,Bulkley-Nechako,North Tacla Lake,Indian reserve,0,0,170,25,30,0,10,20,20,0,10,0,0,25,20,20,0,30,0,55,50,0
5953007,Fraser-Fort George,Valemount,Village,105,240,625,420,50,65,215,75,55,40,25,40,175,200,60,350,130,0,0,470,470,0
5953012,Fraser-Fort George,McBride,Village,85,140,340,200,55,70,110,30,0,0,30,55,75,80,40,180,70,0,15,235,245,0
5953019,Fraser-Fort George,Fraser-Fort George H,Regional district electoral area,255,335,1060,575,115,135,240,105,140,0,50,85,195,295,120,625,70,0,0,695,665,0
5953023,Fraser-Fort George,Prince George,City,7460,12830,50505,26955,2305,3550,15820,3760,4220,780,1135,2390,6180,9710,10985,20425,8840,0,2385,26875,29070,190
5953033,Fraser-Fort George,Mackenzie,District municipality,220,475,2875,1390,175,90,1235,105,135,0,0,190,240,575,565,1210,355,0,90,1475,1535,0
5953038,Fraser-Fort George,Fraser-Fort George A,Regional district electoral area,360,570,2335,1110,135,85,420,245,420,30,50,30,270,520,425,1195,50,0,0,1245,1230,0
5953042,Fraser-Fort George,Fraser-Fort George C,Regional district electoral area,300,675,2470,1195,70,30,395,215,480,50,90,45,170,480,570,1235,35,0,0,1260,1260,0
5953044,Fraser-Fort George,Fraser-Fort George D,Regional district electoral area,220,745,3205,1445,195,105,780,235,345,60,110,50,395,640,555,1550,90,0,0,1625,1635,0
5953048,Fraser-Fort George,Fraser-Fort George F,Regional district electoral area,150,250,775,430,120,75,210,95,120,0,0,65,125,195,165,480,70,0,0,550,540,0
5953802,Fraser-Fort George,McLeod Lake 1,Indian reserve,0,0,75,30,10,0,0,15,15,10,0,0,10,25,0,10,0,30,0,45,40,0
5955003,Peace River,Tumbler Ridge,District municipality,135,420,2255,1000,140,0,70,965,70,0,30,140,190,440,375,785,360,0,145,1000,1140,0
5955010,Peace River,Chetwynd,District municipality,270,290,2040,855,195,25,490,360,100,0,55,95,265,360,335,665,390,0,40,1015,1040,0
5955014,Peace River,Dawson Creek,City,890,1800,8550,4375,485,1220,2195,425,445,200,375,775,1415,1345,1330,3110,1745,0,375,4485,4780,80
5955021,Peace River,Peace River D,Regional district electoral area,450,855,3890,1760,270,235,860,285,390,110,155,110,435,805,675,1845,185,0,0,2030,1995,35
5955025,Peace River,Hudson's Hope,District municipality,75,130,760,380,45,0,280,85,25,15,0,40,140,125,120,310,115,0,0,405,425,0
5955030,Peace River,Taylor,District municipality,40,185,1175,495,40,25,175,115,115,35,75,30,145,275,95,425,115,0,0,540,535,0
5955034,Peace River,Fort St. John,City,1340,2545,14565,6905,570,580,3415,1020,735,865,865,960,1875,2350,2290,4535,2945,0,565,6920,7385,95
5955040,Peace River,Peace River B,Regional district electoral area,620,810,3725,1455,140,150,490,310,270,165,215,30,300,615,650,1465,130,0,0,1600,1525,75
5955042,Peace River,Peace River C,Regional district electoral area,355,930,5105,1990,350,235,975,275,500,200,150,130,430,1020,760,2090,250,0,0,2320,2315,25
5955801,Peace River,East Moberly Lake 169,Indian reserve,0,0,315,55,50,0,15,25,40,15,10,10,25,45,25,55,20,30,0,105,100,10
5955802,Peace River,West Moberly Lake 168A,Indian reserve,0,10,55,20,10,0,0,0,0,10,10,0,10,10,0,15,10,10,0,25,25,0
5955803,Peace River,Blueberry River 205,Indian reserve,0,0,210,60,10,0,0,25,10,15,15,10,10,30,15,15,15,40,0,60,60,0
5955807,Peace River,Fort Ware 1,Indian reserve,0,0,245,35,40,0,0,20,30,10,15,10,35,25,10,10,25,40,0,75,70,10
5955808,Peace River,Halfway River 168,Indian reserve,0,0,160,45,15,0,0,20,25,10,0,0,25,15,15,10,10,35,0,55,50,0
5955812,Peace River,Ingenika Point,Indian settlement,0,0,100,15,15,0,0,10,15,10,0,0,10,15,0,10,0,15,0,30,25,10
5957803,Stikine,Five Mile Point  3,Indian reserve,0,0,50,25,0,0,0,10,20,0,0,0,15,10,0,10,10,10,0,30,30,0
5957813,Stikine,Lower Post,Indian settlement,0,0,95,20,15,0,10,10,15,0,0,10,15,0,0,0,0,30,0,40,30,10
5957814,Stikine,Liard River 3,Indian reserve,0,0,60,20,10,0,10,10,10,10,0,0,15,0,0,10,0,15,0,25,25,0
5959007,Northern Rockies,Northern Rockies,Regional municipality,290,670,4015,1620,370,120,1060,110,390,150,150,235,490,650,620,1470,520,0,145,1845,1930,60
5959806,Northern Rockies,Fort Nelson 2,Indian reserve,0,10,435,90,45,0,30,25,50,25,10,0,35,60,45,115,10,15,0,145,140,0
5959810,Northern Rockies,Prophet River 4,Indian reserve,0,0,125,35,15,0,0,20,10,10,0,15,10,15,10,10,0,30,0,45,45,0